user_id,bio,age,gender,country,state,city,interests,connections
58,,25,male,Nigeria,Lagos,Ikeja,"['Visual Arts', 'Cultural Festivals', 'Art Exhibitions', 'Car Enthusiasts', 'Motorsport', 'Business Strategy and Management', 'E-commerce', 'Business Networking', 'Leadership and Mentoring', 'DIY Home Decor', 'Sustainable Living Projects', 'Movies and TV Shows', 'Music and Concerts', 'Comedy', 'Celebrity News and Gossip', 'Podcasts', 'Fashion Trends', 'Personal Styling', 'Fashion Design', 'Documentary Filmmaking', 'Video Editing', 'Cinematography', 'Cryptocurrency', 'Real Estate Investment', 'Personal Finance Management', 'Budgeting and Saving', 'Investment Strategies', 'Wine and Beer Tasting', 'Restaurant Reviews', 'International Cuisine', 'Nutrition and Diet', 'Mental Health', 'Fitness Challenges', 'Personal Development', 'Sleep and Relaxation', 'Wellness Retreats', 'Historical Events', 'Genealogy', 'Cultural Studies', 'Ancient Civilizations', 'DIY and Crafts', 'Reading and Book Clubs', 'Gaming', 'Collecting (e.g. stamps coins)', 'Painting and Drawing', 'Camping and Backpacking', 'Nature Photography', 'National Parks Exploration', 'Cycling', 'Hiking and Outdoor Activities', 'Team Sports (e.g. soccer basketball)', 'Swimming', 'Fitness and Bodybuilding', 'Dance', 'Adventure Travel', 'Cultural Travel', 'Budget Travel', 'Luxury Travel', 'Road Trips', 'Travel Tips and Hacks', 'Travel Photography', 'Destination Reviews']","[4, 1, 2, 56, 5, 3, 32]"
59,,39,female,Nigeria,Oyo,Ibadan,"['Literature and Poetry', 'Visual Arts', 'Art Exhibitions', 'Pottery and Ceramics', 'Poetry', 'Book Clubs', 'Writing Prompts and Challenges', 'DIY Home Decor', 'Movies and TV Shows', 'Music and Concerts', 'Theater and Performing Arts', 'Podcasts', 'New Parents', 'Educational Resources for Kids', 'Work-Life Balance for Parents', 'Skincare and Makeup', 'Personal Styling', 'Haircare', 'Nail Art', 'Fashion Design', 'Gourmet Cooking', 'Coffee Lovers', 'Food Photography', 'Restaurant Reviews', 'Nutrition and Diet', 'Meditation and Mindfulness', 'Painting and Drawing', 'Holistic Health', 'Time Management', 'Productivity Hacks', 'Travel Tips and Hacks']","[4, 1, 23, 69, 34, 78, 3, 5, 45, 32, 13, 146]"
60,♡“Life imitates art”♡,25,male,India,Maharashtra,Nashik,"['Visual Arts', 'Cultural Festivals', 'Art Exhibitions']","[4, 1, 5, 23, 107, 15, 78, 32]"
61,,24,male,Nigeria,Lagos,Lekki,"['Literature and Poetry', 'Visual Arts', 'Music and Instrumental', 'Skincare and Makeup']","[1, 4, 13, 32]"
62,"God. 
Feminist.
Kindness.",22,female,Nigeria,Lagos,Eti-Osa,"['Car Enthusiasts', 'Motorsport', 'Running', 'Eco-Friendly Products', 'Smartphones and Mobile Devices']","[4, 1, 5, 64, 36, 56, 41, 78, 32, 38, 6, 18, 146]"
63,,24,female,Nigeria,Lagos,Yaba,[],"[4, 1, 62, 32]"
64,,24,female,Nigeria,Lagos,Ikeja,"['Fashion Trends', 'Personal Styling', 'Beauty Tutorials', 'Haircare', 'Fashion Design', 'Investment Strategies', 'Public Speaking', 'Coaching and Mentoring', 'Networking', 'Career Development', 'Fitness and Bodybuilding', 'Dance', 'Web Development', 'Data Science and Machine Learning', 'Software Engineering', 'Programming Languages']","[4, 1, 62, 74, 3, 32]"
65,,22,male,Nigeria,Oyo,Ibadan,"['Music and Instrumental', 'Film and Documentary', 'Electric Vehicles', 'Motorsport', 'Food Photography', 'Team Sports (e.g. soccer basketball)', 'Smart Home Devices', 'Gaming Consoles and Accessories']","[1, 4, 59, 62, 2, 3, 32]"
67,,24,male,India,Madhya Pradesh,Indore,"['Adventure Travel', 'Cultural Travel', 'Budget Travel', 'Luxury Travel', 'Destination Reviews']","[4, 1, 74, 56, 69, 3, 13, 45, 32]"
68,,26,male,Nigeria,Oyo,Ibadan,"['Film and Documentary', 'Art Exhibitions', 'Car Enthusiasts', 'Startup Founders', 'Business Strategy and Management', 'Business Networking', 'Movies and TV Shows', 'Music and Concerts', 'Comedy', 'Anime and Manga', 'Fashion Trends', 'Dog Owners', 'Smartphones and Mobile Devices', 'Computers and Laptops', 'Software and Apps', 'Adventure Travel', 'Budget Travel', 'Luxury Travel', 'Road Trips']","[4, 5, 1, 74, 38, 23, 32]"
69,Art.,24,male,Nigeria,Lagos,Ikeja,"['Literature and Poetry', 'Visual Arts', 'Music and Instrumental', 'Theater and Performing Arts', 'Film and Documentary', 'Cultural Festivals', 'Art Exhibitions', 'Craftsmanship', 'Fiction Writing', 'Poetry', 'Non-Fiction Writing', 'Book Clubs', 'Literary Analysis', 'Writing Workshops', 'Publishing and Self-Publishing']","[4, 59, 34, 1, 74, 78, 23, 3, 5, 32, 86]"
70,,24,female,Nigeria,Lagos,Ikeja,"['Visual Arts', 'Music and Instrumental', 'Theater and Performing Arts', 'Cultural Festivals', 'Car Enthusiasts', 'Automotive News and Reviews', 'Vehicle Maintenance and Repair', 'Small Business Owners', 'Business Strategy and Management', 'Marketing and Sales', 'E-commerce', 'Business Networking', 'Leadership and Mentoring', 'Jewelry Making', 'Candle Making', 'Textile Arts', 'Fiction Writing', 'Poetry', 'Home Renovation', 'Furniture Making', 'DIY Home Decor', 'Movies and TV Shows', 'Music and Concerts', 'Comedy', 'Podcasts', 'Child Development', 'Educational Resources for Kids', 'Skincare and Makeup', 'Personal Styling', 'Nail Art', 'Fashion Design', 'Documentary Filmmaking', 'Video Editing', 'Cinematography', 'Podcast Production', 'Personal Finance Management', 'Budgeting and Saving', 'Financial Independence', 'Investment Strategies', 'Gourmet Cooking', 'Baking', 'Wine and Beer Tasting', 'Restaurant Reviews', 'Historical Events', 'Cultural Studies', 'Preservation and Restoration', 'DIY and Crafts', 'Photography', 'Gaming', 'Painting and Drawing', 'Cultural Exchange', 'Linguistics', 'Multilingual Communities', 'Language Teaching Resources', 'Dating and Relationships', 'Home Decor and Interior Design', 'Fashion and Style', 'Personal Finance', 'Physical Fitness Challenges', 'Body Positivity', 'Mind-Body Connection', 'Camping and Backpacking', 'Fishing and Hunting', 'Wildcrafting and Foraging', 'Goal Setting', 'Time Management', 'Coaching and Mentoring', 'Life Skills', 'Dog Owners', 'Exotic Pets', 'Pet Training and Behavior', 'Entrepreneurship', 'Networking', 'Mentorship', 'Environmental Science', 'Mathematics', 'Language Learning', 'Educational Courses and Tutorials', 'Human Rights', 'Political Activism', 'Community Service', 'Diversity and Inclusion', 'Unique Hobbies (e.g. urban beekeeping rock balancing)', 'Yoga and Spiritual Practices', 'Religious Study Groups', 'Spiritual Growth', 'Running', 'Yoga and Pilates', 'Swimming', 'Dance', 'Climate Change Action', 'Web Development', 'Cybersecurity', 'Smartphones and Mobile Devices', 'Cultural Travel', 'Budget Travel', 'Road Trips', 'Destination Reviews']","[1, 4, 56, 41, 69, 5, 15, 32]"
71,,,,,,,[],[4]
72,,21,male,Nigeria,Oyo,Ibadan,"['Literature and Poetry', 'Music and Instrumental', 'Art Exhibitions', 'Theater and Performing Arts', 'Team Sports (e.g. soccer basketball)', 'Fitness and Bodybuilding']","[62, 4, 32]"
73,undefined,25,male,Nigeria,Osun,Osogbo,"['Literature and Poetry', 'Visual Arts', 'Music and Instrumental', 'Craftsmanship', 'Car Enthusiasts', 'Motorcycles', 'Electric Vehicles', 'Automotive News and Reviews', 'Historical Events', 'Archaeology', 'Ancient Civilizations']","[1, 4, 69, 32, 6]"
74,Product Designer/Singer,30,male,Nigeria,Lagos,Ikeja,"['Movies and TV Shows', 'Music and Concerts', 'Comedy', 'Food Photography', 'International Cuisine', 'Dating and Relationships', 'Fashion and Style', 'Personal Finance', 'Spiritual Growth', 'Fitness and Bodybuilding', 'Dance', 'Web Development', 'Mobile App Development', 'Data Science and Machine Learning', 'Cybersecurity', 'Adventure Travel', 'Travel Photography']","[1, 23, 68, 5, 56, 4, 41, 10, 40, 3, 49, 21, 15, 32, 51, 69]"
75,,25,male,Nigeria,Lagos,Eti-Osa,"['Visual Arts', 'Music and Instrumental', 'Art Exhibitions']","[1, 4, 13, 32]"
77,,24,female,Nigeria,Lagos,Lagos,[],"[4, 1]"
78,.,24,male,India,Maharashtra,Nashik,"['Music and Instrumental', 'Film and Documentary', 'Motorcycles', 'Electric Vehicles', 'Car Restoration', 'Off-Roading', 'Motorsport']","[60, 4, 23, 10, 69, 3, 49, 107, 1, 32, 56]"
79,Just for my testing because of nothing have to do,22,male,India,Maharashtra,Nashik,"['Visual Arts', 'Small Business Owners', 'Landscaping and Gardening', 'Fashion Trends']","[4, 3, 32]"
80,,,,,,,[],[]
81,,,,,,,[],[]
82,,,,,,,[],[]
83,,36,male,India,Maharashtra,Nashik,"['Literature and Poetry', 'Car Enthusiasts', 'Movies and TV Shows', 'Cooking and Baking', 'Language Learning (e.g. Spanish French Mandarin)', 'Parenting', 'Physical Fitness Challenges', 'Nature Photography', 'Productivity Hacks', 'Networking', 'Animal Welfare']","[4, 32]"
84,,42,male,India,Maharashtra,Nashik,"['Car Enthusiasts', 'Car Restoration', 'Sustainable Living Projects', 'Movies and TV Shows', 'Animation and VFX']","[4, 107, 60, 32, 78]"
85,,22,male,India,Delhi,Delhi,"['Literature and Poetry', 'Pottery and Ceramics', 'Home Renovation']","[4, 32]"
86,,24,male,Nigeria,Lagos,Ikeja,"['Literature and Poetry', 'Visual Arts', 'Music and Instrumental', 'Theater and Performing Arts', 'Craftsmanship', 'Car Enthusiasts', 'Motorcycles', 'Vehicle Maintenance and Repair', 'Fiction Writing', 'Poetry', 'Non-Fiction Writing', 'Book Clubs', 'Literary Analysis']","[4, 78]"
87,,,,,,,[],[]
88,,21,male,India,Maharashtra,Nashik,"['Car Enthusiasts', 'Electric Vehicles', 'Car Restoration', 'Motorsport', 'Startup Founders', 'E-commerce', 'Business Networking', 'Music and Concerts', 'Podcasts']","[84, 4, 13, 32]"
89,,28,female,Nigeria,Lagos,Yaba,[],[]
90,,29,female,Nigeria,Lagos,Ikeja,[],[]
91,See the world through my eyes,28,female,Nigeria,Kano,Kano,"['Adventure Travel', 'Luxury Travel', 'Travel Photography']","[4, 1, 21, 15, 78, 32]"
92,Happy feet,26,female,Nigeria,Abuja Federal Capital Territory,Abuja,"['Fitness Challenges', 'Sleep and Relaxation', 'Adventure Travel']","[4, 1, 3, 36, 5, 15, 78, 32]"
93,,,,,,,[],[4]
94,,27,female,Nigeria,Lagos,Agege,"['Startup Founders', 'Small Business Owners', 'Investment and Venture Capital', 'Business Strategy and Management', 'Marketing and Sales', 'Business Networking', 'Real Estate Investment', 'Personal Finance Management', 'Financial Independence', 'Investment Strategies']","[4, 32, 146]"
95,,,,,,,[],[]
96,,22,female,Nigeria,Osun,Ilesa,"['Gourmet Cooking', 'Food Photography', 'Restaurant Reviews']","[4, 1, 15, 78, 32]"
97,,,,,,,[],"[5, 12]"
98,,23,male,Nigeria,Lagos,Ebute Ikorodu,"['Movies and TV Shows', 'Music and Concerts', 'Anime and Manga', 'Podcasts', 'Reading and Book Clubs', 'Gaming']","[1, 3, 4, 32]"
99,,24,male,India,Maharashtra,Dhule,"['Literature and Poetry', 'Art Exhibitions', 'Car Enthusiasts', 'Electric Vehicles']","[100, 4, 32]"
100,test,20,male,India,Maharashtra,Dhule,"['Theater and Performing Arts', 'Car Enthusiasts', 'Motorcycles', 'Electric Vehicles']",[4]
101,,22,female,Nigeria,Lagos,Ipaja,"['Personal Styling', 'Sustainable Fashion', 'Fashion Design', 'Real Estate Investment', 'Personal Finance Management', 'Investment Strategies', 'Food Photography', 'Gardening', 'Cooking and Baking', 'Photography', 'Knitting and Sewing', 'Home Decor and Interior Design', 'Fashion and Style', 'Minimalism', 'Eco-Friendly Living', 'Time Management', 'Public Speaking', 'Journaling', 'Coaching and Mentoring', 'Entrepreneurship', 'Career Development', 'Industry-Specific Groups (e.g. tech finance)', 'Mobile App Development', 'Adventure Travel', 'Travel Photography']","[4, 1, 40, 32, 15]"
102,,,,,,,[],[]
103,,23,male,Nigeria,Lagos,Surulere,"['Movies and TV Shows', 'Comedy', 'Budget Travel']","[4, 1, 3, 32]"
104,"Backend developer, Lover of movies, animes and animation.",28,male,Nigeria,Lagos,Oshodi-Isolo,"['Visual Arts', 'Music and Instrumental', 'Film and Documentary', 'Cultural Festivals', 'Car Enthusiasts', 'Motorcycles', 'Electric Vehicles', 'Automotive News and Reviews', 'Motorsport', 'Startup Founders', 'Small Business Owners', 'Investment and Venture Capital', 'Business Strategy and Management', 'Marketing and Sales', 'E-commerce', 'Business Networking', 'Leadership and Mentoring', 'Movies and TV Shows', 'Music and Concerts', 'Theater and Performing Arts', 'Comedy', 'Celebrity News and Gossip', 'Anime and Manga', 'Podcasts', 'Fan Clubs (e.g. specific bands actors)']","[4, 1, 15, 40, 32]"
105,A work in progress,26,female,Nigeria,Enugu,Udi,"['Documentary Filmmaking', 'Video Editing', 'Meditation and Mindfulness', 'Data Science and Machine Learning', 'Virtual Reality (VR) and Augmented Reality (AR)', 'Adventure Travel']","[6, 1, 4, 15, 3, 32, 69]"
106,,24,female,Nigeria,Lagos,Ikorodu,"['Literature and Poetry', 'Visual Arts', 'Music and Instrumental']","[4, 1, 3, 32]"
107,Auto Tester,26,male,India,Maharashtra,Nashik,"['Literature and Poetry', 'Visual Arts', 'Music and Instrumental', 'Theater and Performing Arts', 'Cultural Festivals', 'Art Exhibitions', 'Craftsmanship', 'Car Enthusiasts', 'Electric Vehicles', 'Car Restoration', 'Off-Roading', 'Automotive News and Reviews', 'Motorsport', 'Vehicle Maintenance and Repair']","[4, 1, 60, 78, 32, 2]"
108,,,,,,,[],[]
109,,,,,,,[],[]
110,,,,,,,[],[]
111,,20,female,Nigeria,Ogun,Owode,[],[]
112,,,,,,,[],"[1, 5]"
113,,,,,,,[],"[26, 40, 163, 12]"
114,,,,,,,[],[]
115,,,,,,,[],[]
116,,,,,,,[],[]
117,,,,,,,[],[]
118,,,,,,,[],[5]
119,,,,,,,[],[]
120,,,,,,,[],[]
121,,,,,,,[],[]
122,,,,,,,[],[12]
123,,,,,,,[],[]
124,,,,,,,[],[]
125,,,,,,,[],[]
126,,,,,,,[],[]
127,,,,,,,[],[]
128,,33,female,Nigeria,Lagos,Ifako-Ijaiye,"['Business Networking', 'Home Renovation', 'DIY Home Decor', 'Movies and TV Shows', 'Comedy', 'Skincare and Makeup', 'Fashion Trends', 'Personal Styling', 'Beauty Tutorials', 'Sustainable Fashion', 'Haircare', 'Nail Art', 'Fashion Design', 'Stock Market', 'Baking', 'Restaurant Reviews', 'International Cuisine', 'DIY and Crafts', 'Home Decor and Interior Design', 'Fashion and Style', 'Mental Health Awareness', 'Stress Management', 'Goal Setting', 'Time Management', 'Productivity Hacks', 'Mindset and Motivation', 'Public Speaking', 'Journaling', 'Coaching and Mentoring', 'Life Skills', 'Career Development', 'Work-Life Balance', 'Educational Courses and Tutorials', 'Fitness and Bodybuilding', 'Cybersecurity', 'Cloud Computing', 'Smartphones and Mobile Devices', 'Computers and Laptops', 'Adventure Travel', 'Budget Travel', 'Road Trips', 'Destination Reviews']","[4, 1, 15, 78, 32]"
129,,34,female,Nigeria,Lagos,Lagos,"['Business Strategy and Management', 'Leadership and Mentoring', 'Skincare and Makeup', 'Fashion Trends', 'Wine and Beer Tasting', 'Coffee Lovers', 'Budget Travel', 'Luxury Travel', 'Destination Reviews']","[130, 1, 4, 78]"
130,,24,female,Nigeria,Lagos,Lagos,"['Fashion Trends', 'Personal Styling', 'Haircare', 'Fashion Design', 'Adventure Travel', 'Cultural Travel', 'Luxury Travel', 'Travel Tips and Hacks', 'Travel Photography']","[1, 4]"
131,,27,female,Nigeria,Lagos,Yaba,"['Home Renovation', 'Furniture Making', 'DIY Home Decor', 'Skincare and Makeup', 'Fashion Trends', 'Personal Styling', 'Sustainable Fashion', 'Stock Market', 'Budgeting and Saving', 'Gourmet Cooking', 'Baking', 'Food Photography', 'Restaurant Reviews', 'Networking', 'Industry-Specific Groups (e.g. tech finance)', 'Mentorship', 'Work-Life Balance', 'Adventure Travel', 'Budget Travel', 'Luxury Travel', 'Travel Tips and Hacks', 'Travel Photography', 'Destination Reviews']","[1, 4, 6]"
132,,31,female,Nigeria,Lagos,Ojodu Berger,"['Visual Arts', 'Music and Instrumental', 'Theater and Performing Arts', 'Film and Documentary', 'Cultural Festivals', 'Art Exhibitions', 'Startup Founders', 'Small Business Owners', 'Investment and Venture Capital', 'Business Strategy and Management', 'E-commerce', 'Business Networking', 'Leadership and Mentoring', 'Movies and TV Shows', 'Theater and Performing Arts', 'Comedy', 'Celebrity News and Gossip', 'Podcasts', 'Fan Clubs (e.g. specific bands actors)', 'New Parents', 'Single Parenting', 'Parenting Teens', 'Child Development', 'Educational Resources for Kids', 'Work-Life Balance for Parents', 'Family Activities and Outings', 'Skincare and Makeup', 'Fashion Trends', 'Personal Styling', 'Beauty Tutorials', 'Haircare', 'Fashion Design', 'Screenwriting', 'Animation and VFX', 'Documentary Filmmaking', 'Video Editing', 'Media Critique and Analysis', 'Podcast Production', 'Stock Market', 'Cryptocurrency', 'Personal Finance Management', 'Budgeting and Saving', 'Gourmet Cooking', 'Baking', 'Vegan and Vegetarian', 'Coffee Lovers', 'Food Photography', 'International Cuisine', 'Historical Events', 'Archaeology', 'Genealogy', 'Historical Reenactments', 'Ancient Civilizations', 'Military History', 'Cooking and Baking', 'Reading and Book Clubs', 'Collecting (e.g. stamps coins)', 'Knitting and Sewing', 'Painting and Drawing', 'Language Learning (e.g. Spanish French Mandarin)', 'Cultural Exchange', 'Translation and Interpretation', 'Linguistics', 'Dialects and Regional Languages', 'Multilingual Communities', 'Language Teaching Resources', 'Parenting', 'Dating and Relationships', 'Home Decor and Interior Design', 'Fashion and Style', 'Personal Finance', 'Minimalism', 'Eco-Friendly Living', 'Urban Living', 'Camping and Backpacking', 'Bird Watching', 'Nature Photography', 'Rock Climbing', 'Fishing and Hunting', 'Wildcrafting and Foraging', 'Time Management', 'Productivity Hacks', 'Mindset and Motivation', 'Public Speaking', 'Journaling', 'Coaching and Mentoring', 'Life Skills', 'Entrepreneurship', 'Freelancing', 'Career Development', 'Industry-Specific Groups (e.g. tech finance)', 'Job Hunting', 'Mentorship', 'Work-Life Balance', 'Niche Collecting (e.g. rare books vintage items)', 'Unique Hobbies (e.g. urban beekeeping rock balancing)', 'Esoteric Interests (e.g. cryptozoology paranormal)', 'Religious Study Groups', 'Comparative Religion', 'Astrology and Horoscopes', 'Running', 'Yoga and Pilates', 'Hiking and Outdoor Activities', 'Team Sports (e.g. soccer basketball)', 'Swimming', 'Fitness and Bodybuilding', 'Martial Arts', 'Dance', 'Web Development', 'Mobile App Development', 'Data Science and Machine Learning', 'Cybersecurity', 'Software Engineering', 'Programming Languages', 'Hackathons and Coding Challenges', 'Smartphones and Mobile Devices', 'Computers and Laptops', 'Smart Home Devices', 'Wearable Technology', 'Adventure Travel', 'Cultural Travel', 'Budget Travel', 'Luxury Travel', 'Road Trips', 'Travel Tips and Hacks', 'Travel Photography', 'Destination Reviews']","[1, 4, 6]"
133,,,,,,,[],[]
134,,,,,,,[],[]
135,,35,male,India,Maharashtra,Nashik,"['Literature and Poetry', 'Stock Market', 'Financial Independence']",[4]
136,,25,male,Nigeria,Lagos,Ikeja,[],[]
137,,26,male,India,Madhya Pradesh,Indore,"['Pottery and Ceramics', 'Jewelry Making', 'Gourmet Cooking', 'Baking']",[]
138,,,,,,,[],[]
139,,,,,,,[],[]
140,,,,,,,[],[]
141,,24,male,Nigeria,Lagos,Alimosho,[],[]
142,,,,,,,[],[]
143,,,,,,,[],[]
144,,,,,,,[],[]
145,,28,female,Nigeria,Lagos,Yaba,[],[]
146,,55,male,Nigeria,Ogun,Ijebu-Ode,"['Literature and Poetry', 'Visual Arts', 'Art Exhibitions', 'Car Enthusiasts', 'Electric Vehicles', 'Off-Roading', 'Automotive News and Reviews', 'Vehicle Maintenance and Repair']","[4, 152, 32]"
147,,,,,,,[],[]
148,,,,,,,[],[]
149,,,,,,,[],[]
150,,,,,,,[],[]
151,,,,,,,[],[]
152,"Tell no one you saw this, when I'm no more",26,male,Nigeria,Lagos,Eti-Osa,"['Literature and Poetry', 'Visual Arts', 'Music and Instrumental', 'Theater and Performing Arts', 'Film and Documentary', 'Cultural Festivals', 'Art Exhibitions', 'Craftsmanship', 'Startup Founders', 'Small Business Owners', 'Investment and Venture Capital', 'Fiction Writing', 'Poetry', 'Non-Fiction Writing']","[1, 4, 12, 146, 2, 13]"
153,,,,,,,[],[]
154,,,,,,,[],[]
155,,,,,,,[],[]
156,,,,,,,[],[]
157,,,,,,,[],[]
158,,,,,,,[],[]
159,,,,,,,[],[]
160,,,,,,,[],[]
161,,,,,,,[],[]
162,,,,,,,[],[]
163,,31,male,Nigeria,Lagos,Lekki,"['Car Enthusiasts', 'Electric Vehicles', 'Movies and TV Shows', 'Music and Concerts', 'Theater and Performing Arts', 'Comedy', 'Celebrity News and Gossip', 'Anime and Manga', 'Stock Market', 'Cryptocurrency', 'Real Estate Investment', 'Budgeting and Saving', 'Web Development', 'Mobile App Development', 'Cloud Computing', 'Software Engineering']",[]
164,,,,,,,[],[]
165,,,,,,,[],[]
